Id,Number,Category,Comment,Readability&Maintainability,Functionality,Design,Questions,Responses,NotUseful
385160140,1794,Issue,"Hi  I've done some additional testing and it seems like this is the way the upstream API is behaving at the moment.  Eventhough we are now including the correct preview header, it seems to just make the response include the `parent` attribute on the team... but doesnt actually seem to include child teams of the parent team that has repository access. I'll ask the folks at GitHub if this is intended behaviour or not, because I would agree with you, that the expected outcome would be all teams are listed, even those that have inherited their permissions on the repo via their parent team..",,,,,,
395818242,1794,Issue,Any update on this? Should I contact myself with the support?,,,,,,
395827669,1794,Issue,"Sorry for not closing the loop on this, what I got from folks at GitHub was that they did have an internal issue about this, but also that the documentation does't actualy say this is how it should work (in terms of the sample response)...I don't think it's unreasonable to expect child teams should be included though as that is how other endpoints behave... But yes I would say you should also contact support yourself if you want to provide your added feedback about this feature",,,,,,
380254716,1793,Issue,"Looks like the linux build failed while installing .NET, though I am not familiar enough with travis to know if that is fixable in code or not.",,,,,,
380260745,1793,Issue,"Looks like the linux build failed while installing .NET, though I am not familiar enough with travis to know if that is fixable in code or not.I don't believe this issue is related to your contribution. I've restarted the build to see if it's repeatable (and thus probably an infrastructure issue).",,,,,,
380354376,1793,Issue,"Yeah it was a travis issueThis looks good , are we able to add an integration test as well?",,,,,,
380624007,1793,Issue,I added some integration tests.,,,,,,
380779145,1793,Issue,thanks  !I pushed some tidy ups to the integration tests.I also added the implementation for `repositoryId` as well (all API calls that use `owner/repo` also have a corresponding endpoint that takes the `repositoryId` instead).Do you mind reviewing the changes I made and let me know if you are good for this to be merged?  🙏,,,,,,
380832788,1793,Issue,"Thanks I did not know the `repositoryId` endpoints were that widely interchangeable, good to know.Also looks like some integration tests assume the history of the octokit repo persists. I'll keep that in mind for the next PR.Your changes look good to me",,,,,,
381552304,1793,Issue,release_notes: Add an overload to `IReleasesClient.Get()` that allows retrieving a `Release` by the associated tag,,,,,,
381557872,1793,Issue,Thanks  and congrats on your first contribution!![LGTM],,,,,,
379913435,1792,Issue,"I'm a bit hesitant to include things like this in the core library, as we try to keep it as much of a lightweight wrapper around the upstream GitHub api as possible.  This is why we don't have ""composite"" actions (involving multiple API calls) or built in caching.  I think it's difficult to match the different use cases and expectations of users when you start doing things like this.  Particularly in this example, it could end up ""sleeping"" for almost an hour.  (I'm also questioning why it has a hardcoded 1 second sleep, after any response is received?)   Thanks for sharing though, and we can keep this here as an example for anyone wanting to know how they could wrap calls to automatically handle rate limit or abuse retries.  One thing I've been thinking about, is creating a separate NuGet package for `Octokit.Extensions` that could include more of these additional helpers, without having them in the ""officially supported"" library...",,,,,,
379914909,1792,Issue,"For reference, I wrote [a similar thing] a while ago in a hurry that was designed for batch tasks and doing as much work as possible with the available quota: - CLI-focused - displays messages around available quota while working - fail-fast - once you've exceeded your quota, show when you can start over and exitIt's not as exhaustive as the initial example, but also doesn't wait for your quota to reset - just wanted to illustrate that there are different approaches here around rate-limiting.",,,,,,
379918569,1792,Issue,"It makes sense to not include in the base library for your reasons. However, by having the rate limit information return in the header, it is very easy for first time users to almost immediately hit the limit and then have to wade through a lot of documentation to figure out how to prevent it. Thus my recommendation. The ""1 second"" is from some of the documentation as a recommendation. If it can be removed, I'll remove it from the post so others don't include it if they reuse it.",,,,,,
379921181,1792,Issue,"Another thought, given the challenge of using the library for multiple calls or ""composite"" calls, may be to develop a queue into which the user can submit calls and have the rate limiting done for them. If that is something you'd consider, I'm willing to do the the initial development work on it. I'm just looking for ways to keep others from hitting the problems I did and having to spend all the time wading through the docs to get a workable solution.",,,,,,
381561355,1792,Issue,"It makes sense to not include in the base library for your reasons. However, by having the rate limit information return in the header, it is very easy for first time users to almost immediately hit the limit and then have to wade through a lot of documentation to figure out how to prevent it. Thus my recommendation. My concern is that if there was a ""magic"" wrapper that helped people wait out the rate limit then they are even less likely to know what they are doing (or the potential impact they may be causing).  We'd then have people thinking that ""octokit took 30 minutes to execute a simple query"" and things like that 😮 I'd definitely be for improving any documentation that wasn't clear in how things work, although I did think we specifically called out how rate limiting works and highlighted the fact that you need to use authenticated requests if you want to be given the more generous rate limits from GitHub. The ""1 second"" is from some of the documentation as a recommendation. If it can be removed, I'll remove it from the post so others don't include it if they reuse it.Did you have a link to this?  The implementation as provided always waits 1 second AFTER a successful response... I think you should only wait if an abuse or rate limit was hit, which your code already does.  Im not sure it makes sense to always delay 1 second AFTER a successful response Another thought, given the challenge of using the library for multiple calls or ""composite"" calls, may be to develop a queue into which the user can submit calls and have the rate limiting done for them. If that is something you'd consider, I'm willing to do the the initial development work on it. I'm just looking for ways to keep others from hitting the problems I did and having to spend all the time wading through the docs to get a workable solution.Again, I think things like this really fall out of the domain of an API wrapper... there are so many different ways people may want to implement queuing, rate limit handling or caching, we don't really want the additional complexity in this library.  If you wanted to put together your own extension package, or provide a gist with the code samples, I'd be happy to take a look at the approach, but it wouldn't be something we would include in the core library :+1:",,,,,,
400497229,1792,Issue,I just saw this thread. I got the idea from  and I solved the rate limiting issue and the retry policy by using Polly and DelegatingHandler of HttpClient. I created a [library] to share my code with other folks.Response and ApiInfoParser classes and BuildResponse method are copied exactly from the octokit's source code. I had to copy them because they weren't defined as public classes and methods.,,,,,,
378560884,1791,Issue,Thanks  ![LGTM],,,,,,
378560986,1791,Issue,release_notes: Tidy up code formatting in docs/samples,,,,,,
376333148,1790,Issue,"Using Webhooks is preferable since github will notify you when something happens, rather than you having to poll for changesYou would need to setup a push event webhook, then filter for the branch yourself",,,,,,
376334678,1790,Issue,"Thanks,  ! Good to know.  Cheers.",,,,,,
375951948,1789,Issue,Maybe `CommitPayload` if it appears in places other than push event,,,,,,
402697893,1789,Issue,Fixed in #1844,,,,,,
376424372,1788,Issue,", do you have any other comments?",,,,,,
376729898,1788,Issue,"Done, . Good suggestion!",,,,,,
376779518,1788,Issue,"release_notes: Add the ability to search issues by milestones, using `SearchIssuesRequest.Milestone`",,,,,,
376779649,1788,Issue,Thanks  for the PR and congrats on your first contribution to Octokit!![],,,,,,
375762639,1787,Issue,Looking through the code I found the `Term` property. Will try to see whether this will do it.,,,,,,
375764180,1787,Issue,"So yes, passing the `term` as a constructor parameter to the `SearchIssueRequest` did it. Still, leaving this option as an ask to consider exposing `Milestones` property on the request.",,,,,,
375789090,1787,Issue,"Thanks , Just wondering did you just specify the milestone ""foo"" as the search term, or did you specify like ""&milestone=foo""?It should be easy to add the extra query option, would be great if you could send a pull request through?  :grinning:",,,,,,
375810406,1787,Issue,Hi . I ended up using it as I would in GitHub search: `milestone: myMilestoneName`. It worked just fine. I'll try to submit a PR with the proposal.,,,,,,
374218668,1786,Issue,"Hey  It looks like this was a recently added feature last month: As well as a `Description` field, there are also some other fields we are missing (`Id` and `Default` for example)...Based on that feature announcement, the `NewLabel` and `UpdateLabel` requests can also be updated to add in the new `Description` field.To enable this new field, we will have to add the preview header `application/vnd.github.symmetra-preview+json` to any calls returning, creating or updating labelsIt would be wonderful if you were willing to contribute any of this support.  If you are, let us know... happy to give further guidance if you require :+1:",,,,,,
388587289,1786,Issue,I think I will have time to implement this one.,,,,,,
374140673,1785,Issue,"Hi  If you're running it through fiddler are you able to post the json response so we can check it against the response object model? Obviously it's a date field but there are a few in the response so would be easy to see exactly which one it is... The mention of 2 calls being made is also interesting, as we do not have any built in retries or anything like that... Could you please post the fiddler details of those too?",,,,,,
374395796,1785,Issue,"Hi  thanks for getting back to me so promptly.Fiddler response received:Interesting I didn't see the second call this time. In any case, this JSON file will help.",,,,,,
374397846,1785,Issue,the problem seems to be this value:That's different to other datetime formats that the GitHub API returns:,,,,,,
374405860,1785,Issue,"Interesting, i guess this needs to be taken into account? I am calling github.com so it isn't an enterprise based issue.",,,,,,
374406513,1785,Issue,please reach out to  and point them at this discussion - I think it's a bug with this particular endpoint.,,,,,,
374408992,1785,Issue,"I have sent them a message as requested. Shall we give it a few days and see if they get back to us accordingly?I wonder, given GitHub is a reliable enough source, is there a reason Octokit is so strict on the parsing in [the code] and not just use `DateTime.Parse` and let the internal .NET engine determine the value?",,,,,,
374410314,1785,Issue,"is there a reason we are so strict on the parsing in the code and not just use `DateTime.Parse` and let the internal .NET engine determine the value?We're strict because [the GitHub API docs] clearly document the format of datetime values with timezone offsets, and I believe this is something that needs to be fixed on the server.",,,,,,
374414327,1785,Issue,"Yes it seems there is a bit of confusion on the GitHub side as the documentation is saying that it would look like the UTC style, but the link they point to as an example is the Zulu style.",,,,,,
374454858,1785,Issue,"Also (and im struggling to remember the complete ins and outs of it) I think I found that `DateTime.Parse` actually didnt fully honour some of the formatting we receive from GitHub formatted dates (around the ""Z"" character I think).  Ill see if i can find a discussion",,,,,,
376322958,1785,Issue,can you retest this? I think we've fixed the datetime formatting on this endpoint so that it's now consistent with the others.,,,,,,
380935056,1785,Issue,Closing as GitHub said they've resolved this. Will reopen if I encounter again.,,,,,,
381582498,1784,Issue,release_notes: Update Octokit build tooling to use .NET SDK 2.x (note that this is only an SDK tooling update - `Octokit` and `Octokit.Reactive` libraries are still targeting `netstandard1.1`),,,,,,
372056022,1783,Issue,you probably want to follow along with  and the original issue,,,,,,
372012843,1782,Issue,"Hi ,Would this be because your assembly doesn't have an `InformationalVersionAttribute` set or is it not even possible to work around?",,,,,,
372031821,1782,Issue,It indeed is because the final assembly is missing and AssemblyInformationalVersion and you can add this attribute to your assembly as a workaround.,,,,,,
530128869,1782,Issue,"Marking this one as a bug, but because there's a workaround and plenty of other work I'm not sure when we'll get to it.",,,,,,
371066462,1781,Issue,The Travis build failed on a non-related issue (it couldn't install mono because of connection timeout) and I can't run the build again. Can you please rebuild? (and merge?),,,,,,
371097012,1781,Issue,"release_notes: Parameter names in validation exception messages are now derived from the parameters themselves, rather than a literal string that was hopefully kept up to date",,,,,,
371098343,1781,Issue,"Love your work  thanks for helping with the code base consistency 😀 Soo many files 😛 - I took a ""spot check"" approach LOL ![]",,,,,,
371091788,1780,Issue,"release_notes: Removed a number of `[Obsolete]` methods, members and constructors inline with our standard deprecation schedule",,,,,,
371094260,1780,Issue,"advisories: The following `[Obsolete]` items have been removed from octokit, please use the indicated replacements:Client Methods- `OranizationsClient.GetAll()` => `GetAllForUser()`- `PullRequestsClient.Comment` => `ReviewComment`- `RepositoryBranchesClient.GetRequiredStatusChecksContexts()` => `GetAllRequiredStatusChecksContexts()`- `RepositoryBranchesClient.GetProtectedBranchTeamRestrictions()` => `GetAllProtectedBranchTeamRestrictions()`- `RepositoryBranchesClient.GetProtectedBranchUserRestrictions()` => `GetAllProtectedBranchUserRestrictions()`- `RepositoryTrafficClient.GetReferrers()` => `GetAllReferrers()`- `RepositoryTrafficClient.GetPaths()` => `GetAllPaths()`- `TeamsClient.GetMembership()` => `GetMembershipDetails()`- `TeamsClient.AddMembership()` => `AddOrEditMembership()`- `TeamsClient.AddMembership()` => `AddOrEditMembership()`Request Models- Remove unwanted `ctor`'s from `BranchProtectionUpdateSettings` and `UpdateTeam`- `NewIssue` `Assignee` => `Assignees`- `IssueUpdate` `Assignee` => `Assignees`Response Models- `TeamMembership` => `TeamMembershipDetails`",,,,,,
371095204,1780,Issue,ooh yeah!!  love that nice and tidy build output now 💎 ![],,,,,,
370794536,1779,Issue,release_notes: Correct missing/incorrect XmlDoc entries for parameters on some methods,,,,,,
370569937,1778,Issue,Should this clarification also be made to the other methods in this client?,,,,,,
381584829,1778,Issue,"Hey , can you tick the ""Allow edits from maintainers"" option on this PR, as I have made this doc update for the other places `reference` parameter is used (also updated the implementation class, and the `IObservableReferencesClient` interface and implementation as well) but am unable to push the changes",,,,,,
381592238,1778,Issue,"Hmm, that's odd, it's checked on my end.",,,,,,
383291022,1778,Issue,"ah indeed, i was on the wrong branch (you had 2 that were similar) 🤦‍♂️",,,,,,
383291059,1778,Issue,let me know if the updates look ok,,,,,,
383542747,1778,Issue,release_notes: Clarify the usage of `reference` parameter in `IReferencesClient` methods,,,,,,
370250217,1777,Issue,OK I found out!,,,,,,
370196610,1776,Issue,I haven't played with GitHubApps myself but from the documentation there are only a specific set of endpoints they can use,,,,,,
370232076,1776,Issue,"- Hi, Yes I have asked the question on the Github forum a week ago about endpoints and GitHub app, so far no reply. I can also see that the document you guys refer to is about an OAuth App not a GitHub App so my case isn't the same.",,,,,,
370264607,1776,Issue,"That article is written in the past, before GitHubApps existed as they do today. It talks about application oauth flow and as far as I know should still be correct/accurate. GitHubApps are a new type of integration which have their own authentication method involving generating a signed time bound JWT token using the private cert of the GitHubApp and always have the identity of the app (or an installation of the app) and don't actually impersonate a user like the earlier oauth flow effectively does. GitHubApps also can only access a selected subset of endpoints",,,,,,
369107550,1775,Issue,"-irl the Octokit libraries don't really care about the _source_ of the token, as it will always send `Authorization: Token {token}` when making requests. But the source of a token is important for organizations.Personal access tokens: - are created by the user, and are restricted to the scopes the user assigns when creating them. - can access organization data unless the organization has enabled [SAML single-sign on] - then personal access tokens need to be [authorized]OAuth applications: - need to be approved by the user before they can create an access token - may also need to be approved by the organization to access the organization dataMy gut feeling  is that the organization has enabled [""OAuth App access restrictions""] which means that applications need to be [approved] by the organization admin before the app can access the organization data. Can you confirm that?",,,,,,
432303105,1775,Issue,"grossly unclearI agree completely.  Adding this info here (since this came up during my troubleshooting search):I hesitated to grant my oauth token the scope for ""Full control of private repositories"" (`repo`), because it didn't sound read-only.  A better description would be ""Access all aspects of public and private repositories"", and `public_repo` would add more clarity if it was the first sub-scope listed underneath.But you _do_ need the top-level `repo` scope checked, or your queries for private repos will just return an empty array (no errors).",,,,,,
532192479,1775,Issue,Closing this out due to inactivity.Please open a fresh issue if there are things you would like to clarify.,,,,,,
532209128,1775,Issue,Opened,,,,,,
368550616,1774,Issue,"is an asynchronous function so you will need to `await` it first, making your sample look like",,,,,,
368575534,1774,Issue,"Just to make sure I am doing this correctly as it freezes at GetAllGetAll(Owner, Name)Owner = owner of the repoName = Name of repopublic static async Task GetReleases(string GIT_URL)",,,,,,
368580616,1774,Issue,"the _await_ keyword 'returns' the IEnumerable _after_ the asynchronous operation (represented by the task) completes. When execution first hits the await operation, the task gets started and your code actually returns at that point, to its caller. When the operation completes the system causes the next line after await to execute, usually on the same thread that began the operation.",,,,,,
368583778,1774,Issue,"Okay, but being stuck on the await to complete for 10+ minutes kinda kills the point of using this library for me.As no one is going to want to wait 10+ minutes for something to finish a simple task.",,,,,,
368631593,1774,Issue,"- For an initial test kind of thing you can do (as I have when playing around) use:That will synchronously (as they refer to it) wait inside the 'Result' property and your code will behave more intuitively but it will still take the same time. There's no asynchronous code then and it's a bit easier to fathom when experimenting.If the call is taking 10 minutes then is that unreasonable? I strongly suspect that the delay will be at GitHub themselves rather than Octokit. Are you unwittingly pulling a large volume of data?I've experienced rather lengthy delays myself on some things like getting all branches that meet some compare condition with another branch, that requires a compare operation on each branch and these seem to take some time. (like 45 seconds for like 30 odd branches).Also note - I can see that GetAll( ) has overloads which take a ApiOptions object, seems you can get the data back as a number of ""pages"" and specify the size of each page. This may enable you to get say a few back at a time and display these or whatever as the results come back rather than waiting and doing nothing while the whole set is transferred.Out of curiosity, how many items are returned for these lengthy operations?You could write some helper code that encapsulates that paging and perhaps uses a page size of say 20 yet **yield return** each item one at a time. This way the caller would see what seems like a continuous set of results but in reality they are being pulled 20 at a time in quick succession.Perhaps Octokit itself already provides a ""paging-set to IEnumerable"" helper somewhere...",,,,,,
368638663,1774,Issue,"Okay, but being stuck on the await to complete for 10+ minutes kinda kills the point of using this library for me. the default behaviour of `GetAll` is to follow pagination hints and fetch **all** records related to an API. If you're on a repository with thousands of releases, this might explain why the request is taking so long to complete.If you only want to get a subset of these releases, there is an overload that takes an `ApiOptions` object which lets you control how much data you want:There's also the `GetLatest` API that is intended to just get the latest release:",,,,,,
368646202,1774,Issue,"I was testing on a repo with 3 releases, and even getlatest was taking ten minutes.Already gave up and just made a readonly token to use and removed the need for github info. (As this was really all I tried using this lib for was to make sign-ins needed instead of a token)",,,,,,
368657390,1774,Issue,"So this is a windows forms app?   It's definitely not right that a call should take 10 minutes. If you are able to post more of your code we could try running it on another system. You could also just simplify your example and test your above code in a console application, to see if it has the same problem",,,,,,
369243480,1774,Issue,"- Hi,I was curious about how I'd implement an alternative ""GetAll"" into Octokit, I can see it's defined deep down as a member of the `IApiConnection `class. What I was curious about is implementing an alternative that returns` IEnumerable` and under the hood uses pagination to get pages ""on demand"", this is a pattern I've used before with other REST services.In that pattern I simply get the first page, then do something like this:I'm sure you get the idea, the big question I have for you is how to introduce this without breaking existing consumers of the interface `IApiConnection`.This patterns only goes to the network to get more items as and when the caller is enumerating items and there are no more items left in the ""current"" page. So if caller was enumerating something likeThen only as many network calls as are necessary would be made to get the first matching 20 items and no more, this is a potentially huge saving for certain kinds of data extraction.",,,,,,
369410558,1774,Issue,"the first issue that I can see is that most of the `GetAll` APIs return `Task`, so I'm not sure how a drop-in replacement would work when that signature needs to change. But don't be afraid to experiment with a different implementation if you think this might help for better lazy-loading scenarios.",,,,,,
369432509,1774,Issue,"- OK yes, that's true - very interesting to explore options here and yes - lazy loading - is exactly the term I was seeking!",,,,,,
369612668,1774,Issue,- Would the team here regard a change to `IApiPagination` a breaking change? The interface is public but seems to perform a purely internal role. I'm considering a small change to the definition of `GetAllPages `that could (I think) make it straightforward to introduce lazy pagination with zero changes to consumers of Octokit.,,,,,,
369751676,1774,Issue,"From your original issue text )reading via email) I was wondering if you werent aware we had the `ApiOptions` pagination settings, and users already can write a loop that retrieves each page one by one as they need them (you can also generally specify a larger ItemsPerPage value than the default eg default might be 20 but you can often request 100 per page).  But after your edits and further discussion it seems you just want this to be more abstracted away from the user and effectively to stream chunks of records to the user as they enumerate through the collection?  Isn't that what the Reactive `IObservable` stuff is meant for?In any case, feel free to play around with whatever implementation you like and put up a PR for discussion/feels...  We do try to avoid breaking changes but we can figure that part out once there is an actual ""better"" implementation to consider",,,,,,
369785407,1774,Issue,"- Hi, yes you may be correct and its better to leverage IObservable than implement a lazy paging mechanism. I've not really done much with IObservable and need to devote some time to it. So far as the paging goes, yes I did see `ApiOptions `and was considering making start page zero (0) act as a sentinel so the underlying logic in Octokit could detect that value and then do the lazy paging, but that all depends on whether changing the signature of the method in `IApiPagination `would be regarded as a breaking change or not.If that signature _could_ be tweaked I think I have a rather neat way of adding this lazy paging while maintaining the integrity of all other existing interfaces.I can't imagine any scenario where a consumer of Octokit would need to ever access `IApiPagination` because it seems to be of purely internal significance.I may just play with this when I get some time and show you guys what I end up with just out of academic interest.",,,,,,
369817627,1774,Issue,"I've not really done much with IObservable and need to devote some time to it. IObservable is a push-based way of enumerating values, which is a bit different to what you had in mind. So I'm going to share some reservations of mine about this change, and provide some hints as to where you should be looking.I'm quietly worried about breaking the _behaviour_ of `GetAll` here to achieve lazy loading (because it's there in the name - _Get_ _All_) and `IEnumerable` is basically a synchronous interface (`MoveNext()` does block, so if you're going to make a network request when you need a new page it's still not going to be a great experience for the consumer).I'd recommend instead looking at [`IAsyncEnumerable`] and in particular [`IAsyncEnumerator`] which is part of Ix.NET.The signature for IAsyncEnumerator is much closer to what you are looking for in terms of an asynchronous enumerable:There's been very early discussions about making this a part of the BCL and supporting the ability to `foreach` over these like you would a regular `IEnumerable`, but I'm not involved with them at all so you'll have to keep up with Mads Torgensen et al and future C# language features.",,,,,,
369926722,1774,Issue,"- Thanks for the additional info on `IObservable`, much appreciated. Also just to be very clear I was not suggesting any change to `GetAll `only the method signature in `IApiPagination`, no other existing public interface or method signature would change.I created a system last year that used T4 templates along with a method defintion XML file to generate a client class around a REST service (which has hundreds of JSON classes and hundreds of endpoints).In that design some methods in the XML get generated as TWO methods in the generated client class(es), these were paginated methods similar what I see in Octokit. When the T4 translated such a method is created a paged based conventional method where caller can enumerate the pages easily and another method (name had 'Seq' appended, an F# convention) which did something like this, internally enumerates pages and yield returns each item.It's particularly useful for scenarios where the caller is doing a` .First()` or `.Take()` operation because the caller is unaware of the pagination and the system pulls only as many pages as are required to satisfy the .First() or .Take() if the caller really does want all pages ""at once"" then `.ToList()` gives them that.So if I did spend any time here on this (and I'm more academically interested in how I'd do it than anything else) the only existing public interface that I think I'd need to change is the method signature in` IApiPagination `which I suspects is of no interest to any Octokit consumers (I may be wrong of course).On a very separate topic I'm developing a system to pull data in various ways from GitHub and I think you'd urge me to leverage the reactive version of Octokit here, is that true? If so is there anything missing from the current reactive version that's present in the ordinary version? The consumer in this case will be a .Net Core Web App by the way.Thanks",,,,,,
433189673,1774,Issue,Another question:It seems that it's not possible to get all releases from an **organization**?I'm using oktokit version 0.32.0,,,,,,
433190102,1774,Issue,"that isn't supported by the [GitHub API], which is a constraint on what can be supported in Octokit.",,,,,,
594494517,1774,Issue,"So this is a windows forms app? It's definitely not right that a call should take 10 minutes. If you are able to post more of your code we could try running it on another system.We didn't hear back from  here about the context for where the sample code is running, and maybe it does just need a Windows Form app to see the issue on our side.Updated title to focus on the original bug rather than the side discussion about pagination.",,,,,,
594826220,1774,Issue,"ya, sorry I stopped getting any notices about this.  Can't even remember what the issue was fully now or what I was doing XD",,,,,,
594828626,1774,Issue,"The repository which reproduced the issue is still present, and we have a sample code handy, so I'm going to mark this as `up-for-grabs` to see if someone can reproduce it.",,,,,,
594835609,1774,Issue,alright,,,,,,
370197999,1773,Issue,"I'm not sure there is anything specific we can say here regarding octokit. We aim to wrap the upstream REST API, but of course some endpoints are not implemented yet 😁It sounds like your queries are really related to how the github API works and the design decisions around github apps and which endpoints are enabled for apps or not... These are best directed at github support or the github platform forum",,,,,,
368386183,1771,Issue,Yeah I'll add that too,,,,,,
372190794,1771,Issue,just letting you know I havent fogotten about this!  I've been out of town but will get to this this week.  I wanted to add the new field to some integration tests just to prove that it is being exercised correctly,,,,,,
381580632,1771,Issue,"I went to add this to integration tests, only to realise that it only has effect when the PR is from a fork of a repo, back to the repo...  all of our integration tests are for PR's within the same repo and this new field is always `false` in that case.  So I've done some manual testing of create, update and get requests, and am satisfied this additional field is working :+1:I also found 1 minor change was required, as the setter for the new field on `NewPullRequest` was not accessibleMany thanks  for another contribution!![LGTM]",,,,,,
381581097,1771,Issue,release_notes: Add `MaintainerCanModify` field to `PullRequest` response and `NewPullRequest` and `UpdatePullRequest` requests,,,,,,
368134044,1770,Issue,Many thanks  ![],,,,,,
389831311,1770,Issue,release_notes: Added `PreviousFileName` field to `PullRequestFile` response,,,,,,
367876105,1769,Issue,"if you'd like to contribute this, the file you need to change is [here] and I think all you need to do is add a new property:And then add an additional parameter to the second constructor:",,,,,,
368298058,1767,Issue,Thanks  and congrats on your first contribution to the repo!![LGTM],,,,,,
368298134,1767,Issue,release_notes: Support `PullRequestReviewEvent` payloads using new response model `PullRequestReviewEventPayload`,,,,,,
367101555,1766,Issue,"Nothing specific at the moment. Webhook payloads are generally aligned with the activity event response classes but in terms of actually receiving a webhook, extractibg the event type from the http header and then deserialising the payload - octokit doesn't do that sort of thing. It also doesn't belong in the core library IMO however I think it would be appropriate to  have a wrapper/extension nuget package that provided this, similar to how its being done on the node.js octokit modules",,,,,,
367128060,1766,Issue,"- Thanks, I'll probably write some kind of support stuff and perhaps share it here if I think its decent!",,,,,,
370198029,1766,Issue,Sounds good!,,,,,,
366506746,1765,Issue,![],,,,,,
366211744,1764,Issue,"release_notes: Add `MergeableState` property to `PullRequest` response model, to indicate additional information about why a pull request can't be merged",,,,,,
365477594,1762,Issue,"I thought I'd be able to leverage our JSON deserializer to convert the list of issues to a string, like this:However it blows up on the second line with this error:I also tested this with JSON.NET to confirm it wasn't our deserializer to blame, but it has the same error.Our [`SimpleJsonSerializer`] has a bunch of domain-specific rules and conventions for mapping JSON to .NET objects, but I bet we're not applying the rules enough to be able to round-trip an object through it.",,,,,,
365530780,1762,Issue,"Yeah we only serialise request models, not response models the particular error you ran into is with a stringenum wrapper with an empty /unspecified value, which actually happens to be something I ran into with #1760 and am working on fixingThere could well be other round trip serialise/deserialise problems after that one is fixed though",,,,,,
365532597,1762,Issue,"I'm interested in doing something about your stated problem (some way to save/load our response objects) but in the meantime there potentially could be other options for you to explore toFor example which GetAllForRepository call is this (issues, PR's, commits, etc)? If you don't actually need ALL of them you can use pagination to query data in more manageable chunks, or use search Api's to specify criteria to hone in on what you are looking for (eg PR's of a certain state or issues with a particular tag or whatever)You could also declare your own DTO class with the fields you care about and use automapper to map our responses to your DTO's which you would then be able to persist/serialise as you need to. In my case I'm doing this and storing certain objects via entity framework in a database",,,,,,
365533313,1762,Issue,Final thought... Because we try to have immutable response classes all the parameters have protected setters and the only way to create them is via a constructor... so I wouldn't think normal desetializers like newtonsoft would be able to instantiate our objects (unless it handles classes where only the constructor can be used)? So I'm thinking using our own serializer/deserializer is probably the only way that is likely to be able to handle things easily,,,,,,
365661216,1762,Issue,"Thanks! I'm using this for issues. For now I am doing SearchIssues to work around it. But it does mean I can't use LINQ to form the majority of my filtering and processing - I have to format my reports effectively into a Github-compatible requests. It's fine for ""pre-designed"" reports, but not great for REPL-style quick queries.DTOs with Automapper is like... hard work :). j/k. I can do that as an option if need be.",,,,,,
365266125,1761,Issue,"I cant seem to see anything telling in the API responses for comparing commits... and I'm not aware of anything else that could have this info, sorry 🤔  anything i've missed?",,,,,,
365289035,1761,Issue,"Hi,I got this reply from Github:Hi Korporal,Thanks for reaching out. That's an interesting question -- I think there are two ways to do that currently:1) create a pull request and then fetch the pull request via the API: . The ""mergeable"" field will tell you if the pull request can be merged without conflicts (i.e. whether the two branches are mergeable in Git without conflicts)2) create a temporary branch pointing at the same commit as the base branch (e.g. via ) and then merge the head into the temporary branch via . If the merge succeeds -- then there were no conflicts. If the merge fails -- there were conflicts.There's no endpoint specifically for the purpose you described as ""to see if a pull request were created, would there be merge conflicts"". Hope this helps.Best,Ivan====================Is the merge operation described above in 2.) , supported by Octokit?Thx",,,,,,
365464882,1761,Issue,"yeah, those are the only two tricks I know about. Is the merge operation described above in 2.) , supported by Octokit?Yes",,,,,,
365883926,1761,Issue,"I'll close this out, given you've posted the response from github support",,,,,,
364862593,1760,Issue,Looks like a legit failure:,,,,,,
364874477,1760,Issue,"Yeah am working on a fix but it gets pretty hairy, I think the fact the StringEnum wrapper had the implicit operator to a string type means you can technically set it to null eventhough you really shouldn't be able to (since its a value type struct) It can also be null if it's a member of a parent class that gets newed up (leaving the StringEnum as a null). I'm trying to change its default behaviour to be more like an enum value type (ie default to default(T)) and make it no longer accept nulls in the ctor but I'm now worried how many response models might then blow up because they should really have been made nullable `StringEnum?`",,,,,,
364893134,1760,Issue,"Well, the internal represenation will be `string.Empty` if `null` is passed: then it'll default to `default(TEnum)` if you try to parse it:",,,,,,
364899236,1760,Issue,"The serualizer doesn't know about TryParse though, it just calls `Value` which throws an exception because empty string isn't a valid enum member. I've tweaked `.Value` to return `default(T)` rather than throw an exception but I'm also wondering whether it should even be ""valid"" to pass a `null` into the `ctor`. My reasoning is, if the response may contain nulls or omit a field, then the response class should just declare that member as a nullable type, just like we would do for a regular enum field. Only drama is any current response classes that are relying on the ctor allowing nulls to be passed in will need to be found and changed to declare as nullable. We've got pretty decent integration test coverage though so I'm considering doing this",,,,,,
364900407,1760,Issue,"I've tweaked `.Value` to return `default(T)` rather than throw an exception but I'm also wondering whether it should even be ""valid"" to pass a `null` into the `ctor`.But doesn't that default the purpose of `.Value`? Isn't the point that it should throw an exception so you have to handle ""unknown"" values explicitly. Silently falling back to `default(T)` would make the application continue to run, but possibly with incorrect values.",,,,,,
364900931,1760,Issue,"My reasoning is, if the response may contain nulls or omit a field, then the response class should just declare that member as a nullable type, just like we would do for a regular enum field. Only drama is any current response classes that are relying on the ctor allowing nulls to be passed in will need to be found and changed to declare as nullable. We've got pretty decent integration test coverage though so I'm considering doing this.Agreed. I think the current behavior (`null` throwing) should be expected (it *is* invalid after all), and the solution should be to make the response property nullable instead of silently falling back to `default(T)`.",,,,,,
